rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_disc,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,rowupdate,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmblend,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_metratio,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actr,st_actrerr,st_actrlim,st_actrblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_ujblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend,st_mips1,st_mips1err,st_mips1lim,st_mips1blend,st_mips2,st_mips2err,st_mips2lim,st_mips2blend,st_mips3,st_mips3err,st_mips3lim,st_mips3blend,st_iras1,st_iras1err,st_iras1lim,st_iras1blend,st_iras2,st_iras2err,st_iras2lim,st_iras2blend,st_iras3,st_iras3err,st_iras3lim,st_iras3blend,st_iras4,st_iras4err,st_iras4lim,st_iras4blend,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_umbjblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmicblend,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_vjmrcblend,st_jmh2,st_jmh2err,st_jmh2lim,st_jmh2blend,st_hmk2,st_hmk2err,st_hmk2lim,st_hmk2blend,st_jmk2,st_jmk2err,st_jmk2lim,st_jmk2blend,st_bmy,st_bmyerr,st_bmylim,st_bmyblend,st_m1,st_m1err,st_m1lim,st_m1blend,st_c1,st_c1err,st_c1lim,st_c1blend,st_colorn
11,2MASS J02192210-3925225,b,Imaging,1,,,,,156,10,-10,0,,,,,13.9,1.1,-1.1,0,,,,,1.44,0.03,-0.03,0,,,,,,,,,0,0,34.842106,-39.422928,39.4,2.6,-2.6,0,,,,,3064,76,-76,0,0,0.108,0.011,-0.011,0,0,0.28,0.01,-0.01,0,0,,,2MASS J02192210-3925225 b,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,4417.837,349.613,-349.613,0,,,,,16.141,0.336,-0.336,0,0.148,0.003,-0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,0,8,4,,,5/14/15,2.32280706,252.453768,-67.984453,13.508497,-49.30478,,,,,0,,,,,,,,,,,10.6,0.7,-0.7,0,0,6.6,M6,,0,0,4.59,0.06,-0.06,0,0,-2.23,0.06,-0.06,0,0,,,,,,,,,0,0.035,0.005,-0.005,0,,6.5,0.4,-0.4,0,0,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,18.5,,0,0,15.23,,0,0,13.42,0.03,0,0,11.381,0.023,0,0,10.811,0.026,0,0,10.404,0.023,0,0,10.148,0.023,0,0,9.901,0.02,0,0,9.614,0.037,0,0,9.001,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12,2MASS J04414489+2301513,b,Imaging,1,,,,,15,,,0,,,,,7.5,2.5,-2.5,0,,,,,,,,,,,,,,,,,0,0,70.437073,23.030941,140,,,0,,,,,,,,,,0.019,,,0,0,,,,,,,,2MASS J04414489+2301513 b,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,2383.6,794.5,-794.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,0,3,3,http://exoplanet.eu/catalog/2m_044144_b/,,6/17/13,4.69580485,176.510592,-15.11425,72.050226,0.80244,,,,,0,,,,,,,,,,,,,,,,6.85,M8.5,,0,0,,,,,,,,,,,,,,,,,,,,0.001,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.419,0.025,0,1,13.726,0.029,0,0,13.161,0.025,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,0.693,0.038,0,1,0.565,0.038,0,0,1.258,0.035,0,1,,,,,,,,,,,,,3
13,2MASS J12073346-3932539,b,Imaging,1,,,,,46,5,-5,0,,,,,4,1,-1,0,,,,,,,,,,,,,,,,,0,0,181.88945,-39.548332,52.4,1.1,-1.1,0,20.15,0.19,0,0,,,,,,0.024,,,0,0,,,,,,,,2MASS J12073346-3932539 b,0,0,1,0,0,0,,,,,,,,,,,,,1150,150,-150,0,,,,,1271,318,-318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,0,4,7,http://exoplanet.eu/catalog/2m1207_b/,,6/11/13,12.12596334,293.790365,22.543298,199.743657,-35.034838,,,,,,,,,,,,,,,,,,,,,6.8,M8,,0,0,,,,,,,,,,,,,,,,,,,,0.008,0.004,-0.003,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,12.995,0.026,0,0,12.388,0.027,0,0,11.945,0.026,0,0,11.574,0.023,0,0,11.017,0.02,0,0,9.469,0.031,0,0,8.121,0.174,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.607,0.037,0,0,0.443,0.037,0,0,1.05,0.037,0,0,,,,,,,,,,,,,3
14,2MASS J19383260+4603591,b,Eclipse Timing Variations,1,416,2,-2,0,0.92,0.02,-0.02,0,,,,,1.9,0.1,-0.1,0,,,,,,,,,,,,,,,,,0,1,294.635864,46.066418,,,,,,,,,,,,,0,0.48,0.03,-0.03,0,0,,,,,0,,,2MASS J19383260+4603591 b,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,603.877,31.783,-31.783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,0,8,6,,,6/4/15,19.64239095,79.018713,11.67439,314.709286,65.725374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,12.757,0.022,0,0,12.889,0.02,0,0,12.955,0.029,0,0,12.862,0.023,0,0,12.92,0.024,0,0,12.67,0.27,0,0,9.203,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,-0.132,0.03,0,0,-0.066,0.035,0,0,-0.198,0.036,0,0,,,,,,,,,,,,,5
15,2MASS J21402931+1625183 A,b,Imaging,1,7336.5,1934.5,-584,0,,,,,0.26,0.06,-0.06,0,20.95,83.79,-20.95,0,,,,,0.92,0.39,-0.36,0,,,,,46.2,2.5,-8.7,0,0,0,325.122162,16.421759,25,10,-10,0,,,,,2300,80,-80,0,0,0.08,0.06,-0.06,0,0,0.12,0.05,-0.04,0,0,,,2MASS J21402931+1625183 A b,0,1,1,0,0,0,,,,,223,10,-47,0,,,,,2075,70,-70,0,,,,,6657.48,26629.91,-6657.48,0,,,,,10.31,4.37,-4.04,0,0.09,0.04,-0.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,3,0,11,4,http://exoplanet.eu/catalog/2m_2140+16_b/,,2/25/13,21.67481079,70.485105,-26.437257,333.59051,28.526094,,,,,0,,,,,,,,,,,13,0.2,-0.2,0,0,6.85,M8.5,,0,0,,,,,,-3.48,0.35,-0.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,12.94,0.033,0,1,12.266,0.04,0,1,11.826,0.031,0,1,11.375,0.022,0,0,11.135,0.02,0,0,10.687,0.096,0,0,8.971,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,0.674,0.052,0,1,0.44,0.051,0,1,1.114,0.045,0,1,,,,,,,,,,,,,3
16,30 Ari B,b,Radial Velocity,1,335.1,2.5,-2.5,0,0.995,0.012,-0.012,0,0.289,0.092,-0.092,0,,,,,9.88,0.94,-0.94,0,,,,,,,,,,,,,0,0,39.240585,24.648064,39.43,1.64,-1.79,0,,,,,6300,60,-60,0,0,1.16,0.04,-0.04,0,0,1.13,0.03,-0.03,0,0,HD 16232,HIP 12184,30 Ari B b,0,1,0,0,0,0,2454538,20,-20,0,307,18,-18,0,272,24,-24,0,,,,,,,,,,,,,3140.03,298.75,-298.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,3,0,17,19,http://exoplanet.eu/catalog/30_ari_b_b/,http://exoplanets.org/detail/30_Ari_B_b,5/30/13,2.61603902,151.476148,-32.309491,44.567804,8.854811,25.36,1.1,-1.1,0,0,142.6,1,0,-13.5,0.9,0,143.2,1.3,0,0,17.2,1.8,-1.8,0,0,3.6,F6 V,,0,0,4.5,,,0,0,,,,,,,,,,0.245,0.195,-0.195,0,0,0.91,0.83,-0.83,0,[Fe/H],38.3,1.8,-1.8,0,0,,,,,,,,,29.86,,0,1,,2,0,1,1,0,3,0,,,,,7.458,0.016,0,0,,,,,,,,,6.08,0.02,0,1,5.908,0.029,0,1,5.822,0.021,0,1,5.963,0.058,0,1,5.669,0.024,0,1,5.825,0.015,0,1,5.679,0.055,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62E+00,9.80E-02,0,1,3.39E+00,,1,1,1.18E+00,,1,1,-1.03E+00,,1,1,17,,,,,0.496,0.019,0,0,,,,,,,,,0.172,0.035,0,1,0.086,0.036,0,1,0.258,0.029,0,1,0.332,0.003,0,0,0.163,0.004,0,0,0.39,0.005,0,0,8
17,4 UMa,b,Radial Velocity,1,269.3,1.96,-1.96,0,0.87,0.04,-0.04,0,0.432,0.024,-0.024,0,,,,,7.1,1.6,-1.6,0,,,,,,,,,,,,,0,0,130.053406,64.327934,77.4,4.03,-4.5,0,4.61,,0,0,4415,70,-70,0,0,1.234,0.15,-0.15,0,0,18.11,1.47,-1.47,0,0,HD 73108,HIP 42527,4 UMa b,0,1,0,0,0,0,2452987.394,4.31,-4.31,0,23.81,4.42,-4.42,0,215.55,7.1,-7.1,0,,,,,,,,,,,,,2256.5,508.5,-508.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,3,0,12,16,http://exoplanet.eu/catalog/4_uma_b/,http://exoplanets.org/detail/4_UMa_b,2/25/13,8.67022705,151.358914,35.9569,112.813312,44.028066,12.92,0.71,-0.71,0,0,-56.1,1.2,0,25.9,1.3,0,61.8,1.8,0,0,,,,,,5.1,K1 III,,0,0,1.8,0.15,-0.15,0,0,,,,,,,,,,-0.25,0.04,-0.04,0,0,4.604,2,-2,0,[Fe/H],,,,,,0.124,,0,0,,,,,,,,,,1,0,1,0,0,3,0,6.94,,0,0,5.78,,0,0,,,,,,,,,2.619,0.29,0,0,2.021,0.186,0,0,1.734,0.218,0,0,-0.342,,-1,1,0.1,,-1,1,1.817,0.016,0,0,1.755,0.021,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33E+00,4.30E-02,0,0,1.35E+00,7.60E-02,0,0,1.18E+00,,1,0,-9.16E-01,,1,0,19,1.16,,0,0,1.17,,0,0,,,,,,,,,0.598,0.345,0,0,0.287,0.287,0,0,0.885,0.363,0,0,,,,,,,,,,,,,7
18,42 Dra,b,Radial Velocity,1,479.1,6.2,-6.2,0,1.19,0.01,-0.01,0,0.38,0.06,-0.06,0,,,,,3.88,0.85,-0.85,0,,,,,,,,,,,,,0,0,276.496399,65.563484,97.28,4.34,-4.76,0,4.82,,0,0,4200,70,-70,0,0,0.98,0.05,-0.05,0,0,22.03,1,-1,0,0,HD 170693,HIP 90344,42 Dra b,0,1,0,0,0,0,2452757.4,3.7,-3.7,0,218.7,10.6,-10.6,0,110.5,7,-7,0,,,,,,,,,,,,,1233.13,270.14,-270.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,3,0,12,15,http://exoplanet.eu/catalog/42_dra_b/,http://exoplanets.org/detail/42_Dra_b,2/25/13,18.43309326,95.419171,27.125611,342.26709,87.183386,10.28,0.48,-0.48,0,0,105.1,1,0,-26.9,1.1,0,108.5,1.5,0,0,,,,,,5.15,K1.5 III,,0,0,1.71,0.05,-0.05,0,0,,,,,,,,,,-0.46,0.05,-0.05,0,0,9.49,1.76,-1.76,0,[Fe/H],1,,,1,0,,,,,,,,,,,,,,2,0,1,1,0,3,0,7.12,,0,0,6.01,,0,0,,,,,,,,,2.949,0.234,0,0,2.197,0.196,0,0,2.085,0.216,0,0,-0.152,,-1,1,0.372,,-1,1,2.022,0.013,0,1,1.892,0.012,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45E+00,4.30E-02,0,0,1.66E+00,6.50E-02,0,0,1.76E+00,1.64E-01,0,0,-9.84E-01,,1,0,19,1.11,,0,0,1.19,,0,0,,,,,,,,,0.752,0.305,0,0,0.112,0.292,0,0,0.864,0.318,0,0,,,,,,,,,,,,,7
19,47 UMa,b,Radial Velocity,3,1078,2,-2,0,2.1,0.02,-0.02,0,0.032,0.014,-0.014,0,,,,,2.53,0.07,-0.06,0,,,,,,,,,,,,,0,0,164.866562,40.430256,14.08,0.13,-0.13,0,5.05,,0,0,5892,70,-70,0,0,1.03,0.05,-0.05,0,0,1.23,,,0,0,HD 95128,HIP 53721,47 UMa b,0,1,0,0,0,0,2451917,63,-76,0,334,23,-23,0,48.4,0.8,-0.9,0,,,,,,,,,,,,,804.08,22.25,-19.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,3,0,42,38,http://exoplanet.eu/catalog/47_uma_b/,http://exoplanets.org/detail/47_UMa_b,2/25/13,10.99110413,175.782531,63.369127,149.069855,31.061608,71.04,0.66,-0.66,0,0,-317.2,0.7,0,56.6,0.7,0,322.2,1,0,0,11.1,0.1,-0.1,0,0,4,G0 V,,0,0,4.27,0.1,-0.1,0,0,,,,,,,,,,0,0.07,-0.07,0,0,7.3,1.9,-1.9,0,[Fe/H],2.9,,,0,0,0.154,0.02,0,0,-5.02,,0,0,,,,,,7,0,1,6,0,4,3,5.79,,0,0,5.66,,0,0,,,,,,,,,3.96,0.296,0,0,3.736,0.224,0,0,3.75,0.34,0,0,3.556,0.353,0,1,3.143,0.314,0,1,3.586,0.015,0,0,3.553,0.021,0,0,,,,,,,,,,,,,,,,,3.57E+00,3.50E-02,0,0,3.47E+00,1.75E-01,0,0,,,,,3.13E+00,6.50E-02,0,0,3.26E+00,1.86E-01,0,0,1.18E+00,,1,0,-9.16E-01,,1,0,27,0.13,,0,0,0.61,,0,0,,,,,,,,,0.224,0.371,0,0,-0.014,0.407,0,0,0.21,0.451,0,0,0.392,0.002,0,0,0.199,0.003,0,0,0.355,0.002,0,0,11
20,47 UMa,c,Radial Velocity,3,2391,100,-87,0,3.6,0.1,-0.1,0,0.098,0.047,-0.096,0,,,,,0.54,0.066,-0.073,0,,,,,,,,,,,,,0,0,164.866562,40.430256,14.08,0.13,-0.13,0,5.05,,0,0,5892,70,-70,0,0,1.03,0.05,-0.05,0,0,1.23,,,0,0,HD 95128,HIP 53721,47 UMa c,0,1,0,0,0,0,2452441,628,-825,0,295,114,-160,0,8,1,-1,0,,,,,,,,,,,,,171.621,20.976,-23.201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,3,0,35,38,http://exoplanet.eu/catalog/47_uma_c/,http://exoplanets.org/detail/47_UMa_c,2/25/13,10.99110413,175.782531,63.369127,149.069855,31.061608,71.04,0.66,-0.66,0,0,-317.2,0.7,0,56.6,0.7,0,322.2,1,0,0,11.1,0.1,-0.1,0,0,4,G0 V,,0,0,4.27,0.1,-0.1,0,0,,,,,,,,,,0,0.07,-0.07,0,0,7.3,1.9,-1.9,0,[Fe/H],2.9,,,0,0,0.154,0.02,0,0,-5.02,,0,0,,,,,,7,0,1,6,0,4,3,5.79,,0,0,5.66,,0,0,,,,,,,,,3.96,0.296,0,0,3.736,0.224,0,0,3.75,0.34,0,0,3.556,0.353,0,1,3.143,0.314,0,1,3.586,0.015,0,0,3.553,0.021,0,0,,,,,,,,,,,,,,,,,3.57E+00,3.50E-02,0,0,3.47E+00,1.75E-01,0,0,,,,,3.13E+00,6.50E-02,0,0,3.26E+00,1.86E-01,0,0,1.18E+00,,1,0,-9.16E-01,,1,0,27,0.13,,0,0,0.61,,0,0,,,,,,,,,0.224,0.371,0,0,-0.014,0.407,0,0,0.21,0.451,0,0,0.392,0.002,0,0,0.199,0.003,0,0,0.355,0.002,0,0,11
21,47 UMa,d,Radial Velocity,3,14002,4018,-5095,0,11.6,2.1,-2.9,0,0.16,0.09,-0.16,0,,,,,1.64,0.29,-0.48,0,,,,,,,,,,,,,0,0,164.866562,40.430256,14.08,0.13,-0.13,0,5.05,,0,0,5892,70,-70,0,0,1.03,0.05,-0.05,0,0,1.23,,,0,0,HD 95128,HIP 53721,47 UMa d,0,1,0,0,0,0,2451736,6783,-5051,0,110,132,-160,0,13.8,2.2,-2.9,0,,,,,,,,,,,,,521.22,92.17,-152.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,3,0,28,38,http://exoplanet.eu/catalog/47_uma_d/,,2/25/13,10.99110413,175.782531,63.369127,149.069855,31.061608,71.04,0.66,-0.66,0,0,-317.2,0.7,0,56.6,0.7,0,322.2,1,0,0,11.1,0.1,-0.1,0,0,4,G0 V,,0,0,4.27,0.1,-0.1,0,0,,,,,,,,,,0,0.07,-0.07,0,0,7.3,1.9,-1.9,0,[Fe/H],2.9,,,0,0,0.154,0.02,0,0,-5.02,,0,0,,,,,,7,0,1,6,0,4,3,5.79,,0,0,5.66,,0,0,,,,,,,,,3.96,0.296,0,0,3.736,0.224,0,0,3.75,0.34,0,0,3.556,0.353,0,1,3.143,0.314,0,1,3.586,0.015,0,0,3.553,0.021,0,0,,,,,,,,,,,,,,,,,3.57E+00,3.50E-02,0,0,3.47E+00,1.75E-01,0,0,,,,,3.13E+00,6.50E-02,0,0,3.26E+00,1.86E-01,0,0,1.18E+00,,1,0,-9.16E-01,,1,0,27,0.13,,0,0,0.61,,0,0,,,,,,,,,0.224,0.371,0,0,-0.014,0.407,0,0,0.21,0.451,0,0,0.392,0.002,0,0,0.199,0.003,0,0,0.355,0.002,0,0,11
22,51 Peg,b,Radial Velocity,1,4.230785,0.000036,-0.000036,0,0.0527,0.003,-0.003,0,0.013,0.012,-0.012,0,,,,,0.472,0.039,-0.039,0,,,,,,,,,,,,,0,0,344.366577,20.768833,15.36,0.18,-0.18,0,5.5,,0,0,5793,70,-70,0,0,1.12,0.06,-0.06,0,0,1.2,,,0,0,HD 217014,HIP 113357,51 Peg b,0,1,0,0,0,0,2450001.51,0.61,-0.61,0,58,,,0,55.94,0.69,-0.69,0,,,,,,,,,,,,,150.009,12.395,-12.395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,3,0,32,37,http://exoplanet.eu/catalog/51_peg_b/,http://exoplanets.org/detail/51_Peg_b,2/25/13,22.95777181,90.062611,-34.727214,354.284094,25.186477,65.1,0.76,-0.76,0,0,207.9,0.7,0,59.8,0.6,0,216.3,0.9,0,0,,,,,,4.25,G2.5 IV,,0,0,4.33,0.1,-0.1,0,0,,,,,,,,,,0.2,0.07,-0.07,0,0,4,2.5,-2.5,0,[Fe/H],2,,,0,0,0.148,0.019,0,0,-5.08,,0,0,,,,,,4,0,1,3,0,4,4,6.37,,0,0,6.17,,0,0,,,,,,,,,4.655,0.296,0,0,4.234,0.27,0,0,3.911,0.021,0,0,3.909,0.387,0,0,3.624,0.246,0,0,3.929,0.016,0,0,3.904,0.024,0,0,,,,,,,,,,,,,,,,,3.95E+00,3.50E-02,0,0,3.65E+00,1.96E-01,0,0,,,,,3.55E+00,8.70E-02,0,0,3.41E+00,,1,0,1.18E+00,,1,0,-9.16E-01,,1,0,23,0.2,,0,0,0.67,,0,0,,,,,,,,,0.421,0.401,0,0,0.323,0.271,0,0,0.744,0.297,0,0,0.42,0.001,0,0,0.234,0.003,0,0,0.374,0.004,0,0,20
23,55 Cnc,b,Radial Velocity,5,14.65152,0.00015,-0.00015,0,0.115227,0.000001,-0.000001,0,0.0034,0.0032,-0.0032,0,0.8306,0.0033,-0.0033,0,,,,,,,,,,,,,90,,,0,0,0,133.149216,28.330818,12.53,0.13,-0.13,0,5.96,0.01,0,0,5196,24,-24,0,0,0.905,0.015,-0.015,0,0,0.94,0.01,-0.01,0,0,HD 75732,HIP 43587,55 Cnc b,0,1,0,0,0,0,,,,,98,53,-53,0,71.4,0.29,-0.29,0,,,,,,,,,263.9785,1.0488,-1.0488,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,3,0,74,43,http://exoplanet.eu/catalog/55_cnc_b/,http://exoplanets.org/detail/55_Cnc_b,2/25/13,8.87661438,196.794709,37.698968,127.732452,10.367085,79.8,0.84,-0.84,0,0,-484.8,0.7,0,-233.5,0.7,0,538.1,1,0,0,27.4,,,0,0,4.8,G8 V,,0,0,4.45,0.01,-0.01,0,0,-0.235,0.01,-0.011,0,0,,,,,0.31,0.04,-0.04,0,0,10.2,2.5,-2.5,0,[Fe/H],2.5,0.5,-0.5,0,0,0.165,0.021,0,0,-5.04,,0,0,27.74,,1,0,,6,0,1,5,0,5,11,,,,,6.83,0.01,0,0,,,,,,,,,4.768,0.244,0,0,4.265,0.234,0,0,4.015,0.036,0,0,4.001,0.318,0,1,3.296,0.174,0,1,4.051,0.015,0,0,4.014,0.03,0,0,,,,,,,,,,,,,,,,,4.05E+00,3.50E-02,0,0,3.92E+00,2.37E-01,0,0,,,,,3.65E+00,7.60E-02,0,1,2.89E+00,,1,1,1.18E+00,,1,1,-9.16E-01,,1,1,27,,,,,0.87,0.01,0,0,,,,,,,,,0.503,0.338,0,0,0.25,0.237,0,0,0.753,0.247,0,0,0.536,0.002,0,0,0.357,0.004,0,0,0.415,0.005,0,0,10
24,55 Cnc,c,Radial Velocity,5,44.4175,0.0073,-0.0073,0,0.241376,0.000026,-0.000026,0,0.02,0.031,-0.031,0,0.1714,0.0055,-0.0055,0,,,,,,,,,,,,,90,,,0,0,0,133.149216,28.330818,12.53,0.13,-0.13,0,5.96,0.01,0,0,5196,24,-24,0,0,0.905,0.015,-0.015,0,0,0.94,0.01,-0.01,0,0,HD 75732,HIP 43587,55 Cnc c,0,1,0,0,0,0,,,,,51,84,-84,0,10.18,0.33,-0.33,0,,,,,,,,,54.4738,1.748,-1.748,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,0,62,43,http://exoplanet.eu/catalog/55_cnc_c/,http://exoplanets.org/detail/55_Cnc_c,2/25/13,8.87661438,196.794709,37.698968,127.732452,10.367085,79.8,0.84,-0.84,0,0,-484.8,0.7,0,-233.5,0.7,0,538.1,1,0,0,27.4,,,0,0,4.8,G8 V,,0,0,4.45,0.01,-0.01,0,0,-0.235,0.01,-0.011,0,0,,,,,0.31,0.04,-0.04,0,0,10.2,2.5,-2.5,0,[Fe/H],2.5,0.5,-0.5,0,0,0.165,0.021,0,0,-5.04,,0,0,27.74,,1,0,,6,0,1,5,0,5,11,,,,,6.83,0.01,0,0,,,,,,,,,4.768,0.244,0,0,4.265,0.234,0,0,4.015,0.036,0,0,4.001,0.318,0,1,3.296,0.174,0,1,4.051,0.015,0,0,4.014,0.03,0,0,,,,,,,,,,,,,,,,,4.05E+00,3.50E-02,0,0,3.92E+00,2.37E-01,0,0,,,,,3.65E+00,7.60E-02,0,1,2.89E+00,,1,1,1.18E+00,,1,1,-9.16E-01,,1,1,27,,,,,0.87,0.01,0,0,,,,,,,,,0.503,0.338,0,0,0.25,0.237,0,0,0.753,0.247,0,0,0.536,0.002,0,0,0.357,0.004,0,0,0.415,0.005,0,0,10
